CODE,SCORE,PUNISH,OTHER_PENALTIES,ACT,BELONG
4202,记2分,罚款150元,####,在高速公路加速车道上超车的,全国性法规
4010,####,罚款200元,####,在高速公路上骑、轧车行道分界线的,全国性法规
40112,####,罚款200元,####,在高速公路上试车的,全国性法规
4203,记2分,罚款150元,####,在高速公路减速车道上超车的,全国性法规
40101,记12分,罚款200元,####,在高速公路上骑轧车行道分界线的,全国性法规
40113,####,罚款200元,####,在快速路上学习驾驶机动车的,全国性法规
4204,记2分,罚款100元,####,在高速公路上行驶时，驾驶人未按规定使用安全带的,全国性法规
40141,####,罚款200元,####,在高速公路上行驶的载货汽车车厢载人的,全国性法规
4301,记3分,罚款200元,####,驾驶设计最高时速低于70公里的机动车进入高速公路的,全国性法规
4308,记3分,罚款200元,####,在高速公路上骑、轧车行道分界线的,全国性法规
40142,####,罚款200元,####,在快速路上行驶的载货汽车车厢载人的,全国性法规
4302,记3分,罚款200元,####,机动车在高速公路上发生故障或交通事故后，驾驶人不按规定使用危险报警闪光灯的,全国性法规
4309,记3分,罚款200元,####,在高速公路上行驶的载货汽车车厢载人的,全国性法规
40151,####,罚款200元,####,在高速公路上行驶的两轮摩托车载人的,全国性法规
4303,记3分,罚款200元,####,高速公路上车辆发生故障或交通事故后，不按规定设置警告标志的,全国性法规
4310,记3分,罚款150元,####,在高速公路上行驶的两轮摩托车载人的,全国性法规
40152,####,罚款200元,####,在快速路上行驶的两轮摩托车载人的,全国性法规
4304,记3分,罚款200元,####,在高速公路上违反规定拖曳故障车、肇事车的,全国性法规
4311,记3分,罚款200元,####,在匝道、加速车道或者减速车道上超车的,全国性法规
4016,####,####,警告,驾驶机动车在高速公路上行驶低于规定时速20%以下的,全国性法规
4305,记3分,罚款200元,####,在高速公路上超速不足50%的,全国性法规
43111,记3分,罚款200元,####,在高速公路上超车的在高速公路匝道上超车的,全国性法规
4201,记2分,罚款150元,####,在高速公路匝道上超车的,全国性法规
4306,记3分,罚款200元,####,在高速公路上正常情况下以低于规定最低时速行驶的,全国性法规
43112,记3分,罚款200元,####,在快速公路匝道上超车的,全国性法规
4307,记3分,罚款200元,####,低能见度气象条件下在高速公路上不按规定行驶的,全国性法规
4312,记3分,罚款20元,警告,驾驶机动车在高速公路上不按规定车道行驶的,全国性法规
43113,记3分,罚款200元,####,在高速公路上加速车道超车的,全国性法规
43122,记3分,罚款100元,####,驾驶机动车在高速公路上不按规定车道行驶的。,全国性法规
43114,记3分,罚款200元,####,在快速路上加速车道超车的,全国性法规
4607,记6分,罚款200元,####,在高速公路行车道上停车的,全国性法规
4601,记6分,罚款200元,####,在高速公路上倒车的,全国性法规
43115,记3分,罚款200元,####,在高速公路上减速车道超车的,全国性法规
46070,记6分,罚款200元,####,在高速公路行车道上停车的,全国性法规
4602,记6分,罚款200元,####,在高速公路上逆行的,全国性法规
43116,记3分,罚款200元,####,在快速路上减速车道超车的,全国性法规
46071,记6分,罚款200元,####,在城市快速路行车道上停车的,全国性法规
4603,记6分,罚款200元,####,在高速公路上穿越中央分隔带掉头的,全国性法规
4608,记6分,罚款200元,####,机动车在高速公路遇交通拥堵，占用应急车道行驶的,全国性法规
4611,记6分,罚款20元,警告,驾驶校车在高速公路上行驶超过规定时速未达20％的,全国性法规
4604,记6分,罚款200元,####,在高速公路上的车道内停车的,全国性法规
46080,记6分,罚款200元,####,机动车在高速公路遇交通拥堵，占用应急车道行驶的,全国性法规
46110,记6分,罚款50元,####,驾驶校车在高速公路上行驶超过规定时速未达20％的,全国性法规
4605,记6分,罚款200元,####,非紧急情况下在高速公路应急车道上停车的,全国性法规
46081,记6分,罚款200元,####,机动车在城市快速路遇交通拥堵，占用应急车道行驶的,全国性法规
4612,记6分,罚款20元,警告,驾驶危险物品运输车辆在高速公路上行驶超过规定时速未达20％的,全国性法规
46050,记6分,罚款200元,####,非紧急情况下在高速公路应急车道上停车的,全国性法规
4609,记6分,罚款20元,警告,驾驶中型以上载客汽车在高速公路上行驶超过规定时速未达20％的,全国性法规
46120,记6分,罚款50元,####,驾驶危险物品运输车辆在高速公路上行驶超过规定时速未达20％的,全国性法规
46051,记6分,罚款200元,####,非紧急情况下在城市快速路应急车道上停车的,全国性法规
46090,记6分,罚款50元,####,驾驶中型以上载客汽车在高速公路上行驶超过规定时速未达20％的,全国性法规
4613,记6分,罚款20元,警告,驾驶营运客车以外的机动车在高速公路行车道上停车的,全国性法规
4606,记6分,罚款200元,####,在高速公路上试车或学习驾驶机动车的,全国性法规
4610,记6分,罚款20元,警告,驾驶中型以上载货汽车在高速公路上行驶超过规定时速未达20％的,全国性法规
46130,记6分,罚款200元,####,驾驶营运客车以外的机动车在高速公路行车道上停车的,全国性法规
46100,记6分,罚款50元,####,驾驶中型以上载货汽车在高速公路上行驶超过规定时速未达20％的,全国性法规
47010,记12分,罚款200元,####,在高速公路上倒车的,全国性法规
46131,记6分,罚款200元,####,驾驶营运客车以外的机动车在城市快速路行车道上停车的,全国性法规
47061,记12分,罚款100元,####,驾驶中型以上载客汽车在高速公路上行驶超过规定时速20％以上未达30%的,全国性法规
47011,记12分,罚款200元,####,在城市快速路上倒车的,全国性法规
4614,记6分,罚款20元,警告,驾驶营运客车以外的机动车非紧急情况下在高速公路应急车道上停车的,全国性法规
47021,记12分,罚款200元,####,在高速公路上逆行的,全国性法规
4615,记6分,罚款20元,警告,低能见度气象条件下，驾驶机动车在高速公路上不按规定行驶的,全国性法规
4703,记12分,罚款200元,####,在高速公路上穿越中央分隔带掉头的,全国性法规
4701,记12分,罚款200元,####,在高速公路上倒车的,全国性法规
4704,记12分,罚款200元,警告,驾驶营运客车在高速公路行车道上停车的,全国性法规
4710,记12分,罚款200元,驾照可以吊销,驾驶中型以上载客汽车在高速公路上行驶超过规定时速50％的,全国性法规
47040,记12分,罚款200元,####,驾驶营运客车在高速公路行车道上停车的,全国性法规
47100,记12分,罚款300元,####,驾驶中型以上载客汽车在高速公路上行驶超过规定时速50%的,全国性法规
47041,记12分,罚款200元,####,驾驶营运客车在城市快速路行车道上停车的,全国性法规
47101,记12分,罚款300元,####,驾驶中型以上载客汽车在城市快速路上行驶超过规定时速50%的,全国性法规
4705,记12分,罚款200元,警告,驾驶营运客车非紧急情况下在高速公路应急车道上停车的,全国性法规
4711,记12分,罚款1800元,驾照可以吊销,驾驶中型以上载货汽车在高速公路上行驶超过规定时速50％的,全国性法规
4706,记12分,罚款20元,警告,驾驶中型以上载客汽车在高速公路上行驶超过规定时速20％以上未达50%的,全国性法规
47110,记12分,罚款300元,####,驾驶中型以上载货汽车在高速公路上行驶超过规定时速50%的,全国性法规
47060,记12分,罚款200元,####,驾驶中型以上载客汽车在高速公路上行驶超过规定时速30％以上未达50%的,全国性法规
47111,记12分,罚款300元,####,驾驶中型以上载货汽车在城市快速路上行驶超过规定时速50%的,全国性法规
47130,记12分,罚款300元,####,驾驶危险物品运输车辆在高速公路上行驶超过规定时速50%的,全国性法规
4712,记12分,罚款200元,驾照可以吊销,驾驶校车在高速公路上行驶超过规定时速50％的,全国性法规
47131,记12分,罚款300元,####,驾驶危险物品运输车辆在城市快速路上行驶超过规定时速50%的,全国性法规
47120,记12分,罚款300元,####,驾驶校车在高速公路上行驶超过规定时速50%的,全国性法规
43061,记3分,罚款200元,####,驾驶机动车在高速公路上正常情况下行驶速度低于规定最低时速20%以上的,全国性法规
47121,记12分,罚款300元,####,驾驶校车在城市快速路上行驶超过规定时速50%的,全国性法规
43052,记3分,罚款200元,####,在高速公路上超过规定时速20％以上未超过50％,全国性法规
4713,记12分,罚款1800元,驾照可以吊销,驾驶危险物品运输车辆在高速公路上行驶超过规定时速50％的,全国性法规
43053,记3分,罚款200元,####,在高速公路上超过规定时速20％以下,全国性法规
46141,记6分,罚款20元,警告,驾驶营运客车以外的机动车非紧急情况下在高速公路应急车道上停车的,全国性法规
50021,####,罚款5000元,拘留15日以下,伪造机动车号牌的,全国性法规
5001,####,罚款2000元,####,伪造、变造机动车登记证书的,全国性法规
50022,####,罚款5000元,变造机动车号牌的,变造机动车号牌的,全国性法规
50011,####,罚款5000元,拘留15日以下,伪造机动车登记证书的,全国性法规
50029,记12分,罚款2000元,扣证，可以并处吊销,驾驶危险物品运输车辆在高速公路上行驶超过规定时速50%的,全国性法规
50012,####,罚款5000元,拘留15日以下,变造机动车登记证书的,全国性法规
5003,####,罚款2000元,####,伪造、变造机动车行驶证的,全国性法规
5002,####,罚款2000元,####,伪造、变造机动车号牌的,全国性法规
50031,####,罚款5000元,拘留15日以下,伪造机动车行驶证的,全国性法规
50032,####,罚款5000元,拘留15日以下,变造机动车行驶证的,全国性法规
50051,####,罚款3000元,拘留10日以下,伪造机动车保险标志的,全国性法规
5004,####,罚款2000元,####,伪造、变造机动车检验合格标志的,全国性法规
50052,####,罚款3000元,拘留10日以下,变造机动车保险标志的,全国性法规
50041,####,罚款3000元,拘留10日以下,伪造机动车检验合格标志的,全国性法规
5006,####,罚款2000元,####,伪造、变造机动车驾驶证的,全国性法规
50042,####,罚款3000元,拘留10日以下,变造机动车检验合格标志的,全国性法规
50061,####,罚款5000元,拘留15日以下,伪造机动车驾驶证的,全国性法规
5005,####,罚款2000元,####,伪造、变造机动车保险标志的,全国性法规
50062,####,罚款5000元,拘留15日以下,变造机动车驾驶证的,全国性法规
50101,####,罚款3000元,拘留10日以下,使用伪造的机动车检验合格标志的,全国性法规
5007,####,罚款1500元,####,使用伪造、变造的机动车登记证书的,全国性法规
50102,####,罚款3000元,拘留10日以下,使用变造的机动车检验合格标志的,全国性法规
50071,####,罚款5000元,拘留15日以下,使用伪造的机动车登记证书的,全国性法规
5011,####,罚款1500元,####,使用伪造、变造的机动车保险标志的,全国性法规
50072,####,罚款5000元,拘留15日以下,使用变造的机动车登记证书的,全国性法规
50111,####,罚款3000元,拘留10日以下,使用伪造的机动车保险标志的,全国性法规
5008,####,罚款1500元,####,使用伪造、变造的机动车号牌的,全国性法规
50112,####,罚款3000元,拘留10日以下,使用变造的机动车保险标志的,全国性法规
5009,####,罚款1500元,####,使用伪造、变造的机动车行驶证的,全国性法规
5012,####,罚款1500元,####,使用伪造、变造的机动车驾驶证的,全国性法规
5013,####,罚款1500元,####,使用其他车辆的机动车登记证书的,全国性法规
5017,####,罚款1500元,####,使用其他车辆的机动车保险标志的,全国性法规
5014,####,罚款1500元,####,使用其他车辆的机动车号牌的,全国性法规
5018,####,罚款1500元,可以并处拘留15天以下,强迫驾驶人违反交通安全法律、法规和安全驾驶要求驾驶机动车，造成交通事故但尚不构成犯罪的,全国性法规
5015,####,罚款1500元,####,使用其他车辆的机动车行驶证的,全国性法规
5019,####,罚款1500元,可以并处拘留15天以下,故意损毁交通设施，造成危害后果，尚不构成犯罪的,全国性法规
5016,####,罚款1500元,####,使用其他车辆的机动车检验合格标志的,全国性法规
5020,####,罚款1500元,可以并处拘留15天以下,故意移动交通设施，造成危害后果，尚不构成犯罪的,全国性法规
5021,####,罚款1500元,可以并处拘留15天以下,故意涂改交通设施，造成危害后果，尚不构成犯罪的,全国性法规
50232,####,罚款1800元,拘留15日以下,非法扣留机动车辆，不听劝阻，造成较大财产损失的,全国性法规
5022,####,罚款2000元,可以并处拘留15天以下,非法拦载机动车，不听劝阻，造成交通严重阻塞、较大财产损失的,全国性法规
5024,####,罚款1000元,####,道路两侧及隔离带上种植物或设置广告牌、管线等，遮挡路灯、交通信号灯、交通标志，妨碍安全视距拒不排除障碍的,全国性法规
50221,####,罚款1800元,拘留15日以下,非法拦载机动车，不听劝阻，造成交通严重阻塞的,全国性法规
5025,####,罚款1000元,####,道路两侧及隔离带上种植物或设置广告牌、管线等，遮挡路灯、交通信号灯、交通标志，妨碍安全视距,全国性法规
50222,####,罚款1800元,拘留15日以下,非法拦载机动车，不听劝阻，造成较大财产损失的,全国性法规
5029,####,####,没收违法所得，处销售金额等额罚款,出售已达到报废标准的机动车的,全国性法规
4707,记12分,罚款20元,警告,驾驶中型以上载货汽车在高速公路上行驶超过规定时速20％以上未达50%的,全国性法规
5023,####,罚款2000元,可以并处拘留15天以下,非法扣留机动车辆，不听劝阻，造成交通严重阻塞、较大财产损失的,全国性法规
5030,####,罚款200元,####,其他机动车喷涂特种车特定标志图案的,全国性法规
47070,记12分,罚款200元,####,驾驶中型以上载货汽车在高速公路上行驶超过规定时速30％以上未达50%的,全国性法规
50231,####,罚款1800元,拘留15日以下,非法扣留机动车辆，不听劝阻，造成交通严重阻塞的,全国性法规
5035,####,罚款200元,####,服用国家管制的精神药品或麻醉药品仍继续驾驶的,全国性法规
47071,记12分,罚款100元,####,驾驶中型以上载货汽车在高速公路上行驶超过规定时速20％以上未达30%的,全国性法规
50351,####,罚款200元,####,服用国家管制的精神药品仍继续驾驶的,全国性法规
4708,记12分,罚款20元,警告,驾驶校车在高速公路上行驶超过规定时速20％以上未达50%的,全国性法规
5037,####,罚款200元,####,过度疲劳仍继续驾驶的,全国性法规
50352,####,罚款200元,####,服用国家管制的麻醉药品仍继续驾驶的,全国性法规
47080,记12分,罚款200元,####,驾驶校车在高速公路上行驶超过规定时速30％以上未达50%的,全国性法规
5038,####,罚款100元,####,未按规定喷涂放大的牌号的,全国性法规
50353,####,罚款200元,####,患有妨碍安全驾驶机动车的疾病仍继续驾驶的,全国性法规
47081,记12分,罚款100元,####,驾驶校车在高速公路上行驶超过规定时速20％以上未达30%的,全国性法规
50381,####,罚款200元,####,货运机动车未按规定喷涂放大的牌号的,全国性法规
5036,####,罚款100元,####,患有妨碍安全驾驶机动车的疾病仍继续驾驶的,全国性法规
4709,记12分,罚款20元,警告,驾驶危险物品运输车辆在高速公路上行驶超过规定时速20％以上未达50%的,全国性法规
50382,####,罚款200元,####,货运机动车挂车未按规定喷涂放大的牌号的,全国性法规
47090,记12分,罚款200元,####,驾驶危险物品运输车辆在高速公路上行驶超过规定时速30％以上未达50%的,全国性法规
50383,####,罚款200元,####,货运机动车喷涂放大的牌号不清楚的,全国性法规
50442,####,####,处检验费10倍罚款,机动车安全技术检验机构不按规定检验的,全国性法规
47091,记12分,罚款100元,####,驾驶危险物品运输车辆在高速公路上行驶超过规定时速20％以上未达30%的,全国性法规
50384,####,罚款200元,####,货运机动车挂车喷涂放大的牌号不清楚的,全国性法规
50461,####,罚款2000元,####,公路客运车辆载客超过额定乘员，经处罚不改的,全国性法规
5039,####,####,驾照吊销,对符合暂扣和吊销机动车驾驶证情形，机动车驾驶证被扣留后驾驶人无正当理由逾期未接受处理的,全国性法规
50462,####,罚款5000元,####,公路客运车辆载客超过额定乘员，经处罚不改的,全国性法规
5051,####,####,扣车,车辆具有被盗抢嫌疑的,全国性法规
5040,####,####,收缴牌证,以欺骗、贿赂手段取得机动车牌证的,全国性法规
50463,####,罚款2000元,####,公路客运车辆违反规定载货，经处罚不改的,全国性法规
5052,####,####,扣车扣行驶证,车辆发生交通事故，需要收集证据的,全国性法规
5041,####,####,收缴牌证,以欺骗、贿赂手段取得驾驶证的,全国性法规
50464,####,罚款5000元,####,公路客运车辆违反规定载货，经处罚不改的,全国性法规
5053,####,####,扣车,非机动车驾驶人拒绝接受罚款处罚的,全国性法规
50441,####,####,处检验费10倍罚款,机动车安全技术检验机构出具虚假检验结果的,全国性法规
50465,####,罚款2000元,####,货运机动车超过核定载质量，经处罚不改的,全国性法规
5054,####,####,收缴非法装置,加装其他与注册登记项目不符且影响车辆安全的装置的,全国性法规
50466,####,罚款5000元,####,货运机动车超过核定载质量，经处罚不改的,全国性法规
57012,记12分,罚款5000元,拘留15日以下,使用变造的机动车号牌的,全国性法规
5055,####,####,强制检验,对酒精呼吸测试的酒精含量有异议的,全国性法规
50467,####,罚款2000元,####,货运机动车违反规定载客，经处罚不改的,全国性法规
57019,记12分,罚款2000元,处十五日以下拘留，收缴，扣车,使用伪造、变造的机动车号牌,全国性法规
5056,####,####,强制检验,对呼吸测试超过醉酒临界值的,全国性法规
50468,####,罚款5000元,####,货运机动车违反规定载客，经处罚不改的,全国性法规
57021,记12分,罚款5000元,拘留15日以下,使用伪造的机动车行驶证的,全国性法规
5057,####,####,强制检验,酒后驾驶车辆发生交通事故的,全国性法规
5049,####,####,驾照吊销,1年内醉酒后驾驶机动车被处罚两次以上的,全国性法规
57022,记12分,罚款5000元,拘留15日以下,使用变造的机动车行驶证的,全国性法规
5058,####,####,强制检验,涉嫌服用国家管制的精神药品、麻醉药品后驾驶机动车,全国性法规
57031,记12分,罚款5000元,拘留15日以下,使用伪造的机动车驾驶证的,全国性法规
5603,记6分,罚款500元,####,以隐瞒、欺骗手段补领机动车驾驶证的,全国性法规
6001,####,罚款100元,####,牵引故障机动车时，被牵引的机动车除驾驶人外载人的,全国性法规
57032,记12分,罚款5000元,拘留15日以下,使用变造的机动车驾驶证的,全国性法规
57011,记12分,罚款5000元,拘留15日以下,使用伪造的机动车号牌的,全国性法规
6002,####,罚款100元,####,牵引故障机动车时，被牵引的机动车拖带挂车的,全国性法规
5704,记12分,罚款5000元,####,使用其他车辆的机动车号牌的,全国性法规
6011,####,罚款50元,####,在高速公路或城市快速路以外的道路上行驶时，驾驶人未按规定使用安全带的,全国性法规
6003,####,####,100,牵引故障机动车时，被牵引的机动车宽度大于牵引的机动车的,全国性法规
5705,记12分,罚款5000元,####,使用其他车辆的机动车行驶证的,全国性法规
60110,####,罚款100元,####,在高速公路或城市快速路以外的道路上行驶时，驾驶人未按规定使用安全带的,全国性法规
6004,####,罚款100元,####,使用软连接装置牵引故障机动车时，牵引车与被牵引车之间未保持安全距离的,全国性法规
5701,记12分,罚款2000元,####,使用伪造、变造的机动车号牌的,全国性法规
6011X,####,罚款100元,####,在高速公路或城市快速路以外的道路上行驶时，驾驶人未按规定使用安全带的,全国性法规
6005,####,罚款100元,####,牵引制动失效的被牵引车，未使用硬连接牵引装置的,全国性法规
57010,记12分,罚款2000元,####,使用伪造的机动车号牌的,全国性法规
6012,####,罚款100元,####,摩托车后座乘坐不满十二周岁未成年人的,全国性法规
6006,####,罚款100元,####,使用汽车吊车牵引车辆的,全国性法规
60221,####,####,驾照吊销(终生),饮酒后驾驶机动车发生重大交通事故，构成犯罪的,全国性法规
6013,####,罚款100元,####,驾驶轻便摩托车载人的,全国性法规
6007,####,罚款100元,####,使用轮式专用机械牵引车辆的,全国性法规
60222,####,####,驾照吊销(终生),醉酒驾驶机动车发生重大交通事故，构成犯罪的,全国性法规
60141,####,罚款100元,####,机动车载物行驶时遗洒载运物的,全国性法规
6008,####,罚款100元,####,使用摩托车牵引车辆的,全国性法规
6023,####,罚款100元,####,驾驶机动车在高速公路、城市快速路以外的道路上不按规定车道行驶的,全国性法规
60142,####,罚款100元,####,机动车载物行驶时飘散载运物的,全国性法规
6009,####,罚款100元,####,牵引摩托车的,全国性法规
60230,####,罚款50元,####,驾驶机动车在高速公路、城市快速路以外的道路上不按规定车道行驶的,全国性法规
6017,####,罚款200元,####,驾驶载客汽车以外的其他机动车载人超过核定人数的,全国性法规
6010,####,罚款100元,####,未使用专用清障车拖曳转向或照明、信号装置失效的机动车的,全国性法规
60241,####,罚款200元,####,实习期内驾驶公共汽车的,全国性法规
6018,####,罚款200元,####,补领机动车驾驶证后，继续使用原机动车驾驶证的,全国性法规
60242,####,罚款200元,####,实习期内驾驶营运客车的,全国性法规
6019,####,罚款200元,####,发生交通事故后，应当自行撤离现场而未撤离，造成交通堵塞的,全国性法规
60253,####,罚款200元,####,机动车驾驶人在实习期内驾驶牵引挂车的,全国性法规
60243,####,罚款200元,####,实习期内驾驶执行任务的特种车辆的,全国性法规
6026,####,罚款200元,####,机动车驾驶人在实习期内驾驶机动车上高速公路行驶，无相应或者更高准驾车型驾驶证三年以上的驾驶人陪同的,全国性法规
6036,####,罚款200元,####,挂车的灯光信号、制动、连接、安全防护等装置不符合国家标准的,全国性法规
60244,####,罚款200元,####,实习期内驾驶载有危险物品的机动车的,全国性法规
6027,####,罚款100元,####,驾驶机动车未按规定粘贴、悬挂实习标志的,全国性法规
6037,####,罚款200元,####,挂车载人的,全国性法规
60251,####,罚款200元,####,实习期内驾驶的机动车牵引挂车的,全国性法规
6028,####,罚款100元,####,驾驶机动车未按规定粘贴、悬挂残疾人机动车专用标志的,全国性法规
6038,####,罚款200元,####,货运机动车驾驶室载人超过核定人数的,全国性法规
60252,####,罚款200元,####,实习期间驾驶牵引机动车的,全国性法规
6029,####,罚款200元,####,持有大型客车、牵引车、城市公交车、中型客车、大型货车驾驶证的驾驶人，未按照规定申报变更信息的,全国性法规
6040,####,####,警告,因交通事故导致车辆号牌损坏、残缺或号牌老化、褪色等非人为因素影响号牌识认的,全国性法规
60460,####,####,警告,驾驶机动车在限速低于60公里/小时的公路上超过规定车速50%以下的违法行为,全国性法规
6030,####,罚款200元,####,机动车驾驶人身体条件发生变化不适合驾驶机动车，仍驾驶机动车的,全国性法规
6041,####,####,警告,未按规定粘帖有效临时行驶车号牌的,全国性法规
6048,####,####,警告,驾驶中型以上载货汽车在高速公路、城市快速路以外的道路上超过规定时速10%以下的,全国性法规
6032,####,####,驾照吊销(5年),醉酒后驾驶机动车的,全国性法规
6042,####,####,警告,使用的号牌架内侧边缘距离号牌上汉字、字母或者数字边缘不足5mm且影响号牌识认的,全国性法规
6050,####,####,警告,驾驶中型以上载客载货汽车、危险物品运输车辆以外的机动车超过规定时速10%以下的,全国性法规
6033,####,####,驾照吊销(10年),醉酒后驾驶营运机动车的,全国性法规
6043,####,####,警告,机动车已安装号牌但未使用号牌专用固封装置的,全国性法规
60500,####,####,警告,驾驶中型以上载客载货汽车、危险物品运输车辆以外的机动车超过规定时速10%以下的,全国性法规
6034,####,罚款5000元,拘留15驾照吊销(5年),饮酒后驾驶营运机动车的,全国性法规
6044,####,####,警告,外地驾驶人因不熟悉道路，违反载货汽车禁令标志指示通行的，经交通警察当场指出后立即终止违法行为的,全国性法规
7001,####,罚款200元,####,在机动车上安装影响交通技术监控设备正常使用的装置,全国性法规
6035,####,罚款2000元,拘留10日以下驾照吊销,因饮酒后驾驶机动车被处罚，再次饮酒后驾驶机动车的,全国性法规
6045,####,####,警告,号牌不清晰、不完整的,全国性法规
70011,####,罚款50元,####,未配备有效的灭火器具的,全国性法规
6046,####,罚款20元,警告,驾驶机动车在限速低于60公里/小时的公路上超过规定车速50%以下的,全国性法规
70023,####,罚款50元,####,进出道路停车泊位妨碍车辆正常通行的,全国性法规
70012,####,罚款50元,####,未配备反光的故障车警告的,全国性法规
70024,####,罚款50元,####,进出道路停车泊位妨碍行人正常通行的,全国性法规
7002,####,罚款200元,####,在机动车号牌上喷涂、粘贴影响交通技术监控信息接收材料的,全国性法规
70061,####,罚款100元,####,违反限制通行规定的,全国性法规
7003,####,罚款500元,情节严重的，处2000元以下罚款；可以并处拘留,未取得驾驶证驾驶机动车的,全国性法规
70021,####,罚款50元,####,进出停车场妨碍其他车辆正常通行的,全国性法规
70062,####,罚款100元,####,黄标车违规通行,全国性法规
7004,####,罚款500元,可以并处拘留,驾驶证被吊销的人驾驶机动车的,全国性法规
70022,####,罚款50元,####,进出停车场妨碍其他行人正常通行的,全国性法规
70063,####,罚款100元,####,未办理进京通行证件的,全国性法规
70041,####,罚款100元,####,未按照规定安装行驶记录仪的,全国性法规
70121,####,罚款200元,####,机动车号牌不清晰的,全国性法规
70064,####,罚款100元,####,未按尾号限制通行的,全国性法规
70042,####,罚款100元,####,未按照规定使用行驶记录仪的,全国性法规
70122,####,罚款200元,####,机动车号牌不完整的,全国性法规
7007,####,罚款500元,可以并处吊销,将机动车交由机动车驾驶证被吊销的人驾驶的,全国性法规
7005,####,罚款500元,可以并处吊销,将机动车交由未取得机动车驾驶证的人驾驶的,全国性法规
7013,####,罚款50元,警告,机动车违反规定使用公交专用车道的,全国性法规
7008,####,罚款500元,强制拆除、收缴,机动车非法安装警报器的,全国性法规
70059,####,罚款50元,####,机动车在停车位未按指示方向停车,全国性法规
70131,####,罚款200元,####,驾驶改变车身颜色未办理变更登记的机动车的,全国性法规
7009,####,罚款500元,强制拆除、收缴,机动车非法安装标志灯具的,全国性法规
7006,####,罚款500元,可以并处吊销,将机动车交由机动车驾驶证被吊销的人驾驶的,全国性法规
70132,####,罚款200元,####,驾驶更换发动机未办理变更登记的机动车的,全国性法规
7010,####,罚款20元,扣车,驾驶证丢失期间仍驾驶机动车的,全国性法规
70060,####,罚款100元,####,在禁停路段停车的,全国性法规
70133,####,罚款200元,####,驾驶更换车身未办理变更登记的机动车的,全国性法规
7011,####,罚款20元,扣车,驾驶证损毁期间仍驾驶机动车的,全国性法规
70134,####,罚款200元,####,驾驶更换车架未办理变更登记的机动车的,全国性法规
7012,####,罚款50元,####,机动车不在机动车道内行驶的,全国性法规
7015,####,罚款100元,警告,遇前方机动车停车排队等候或者缓慢行驶时，驾驶机动车从前方车辆两侧超越行驶的,全国性法规
7014,####,罚款100元,警告,遇前方机动车停车排队等候或者缓慢行驶时，驾驶机动车从前方车辆两侧穿插行驶的,全国性法规
7016,####,罚款100元,警告,遇前方机动车停车排队等候或者缓慢行驶时，驾驶机动车未依次交替驶入车道减少后的路口、路段的,全国性法规
70141,####,罚款200元,####,大、中型客运机动车未按规定喷涂准乘人数的,全国性法规
7020,####,罚款200元,警告,驾驶机动车运载危险物品未经批准的,全国性法规
70160,####,罚款500元,####,使用已擅自改变型号的机动车的,全国性法规
70142,####,罚款200元,####,从事营运的大、中型客运机动车未按规定喷涂经营单位名称的,全国性法规
7021,####,罚款100元,警告,货运机动车违反规定附载临时作业人员的,全国性法规
7017,####,罚款100元,警告,在没有交通信号灯、交通标志、交通标线或者交警指挥的交叉路口遇到停车排队等候或者缓慢行驶时，机动车未依次交替通行的,全国性法规
7026,####,罚款50元,警告,机动车变更车道影响其他车辆正常行驶的,全国性法规
70211,####,罚款200元,####,出租汽车违反规定在道路上停车待客的,全国性法规
7018,####,罚款50元,警告,遇前方机动车停车排队等候或者缓慢行驶时，机动车在人行横道、网状线区域停车等候的,全国性法规
7027,####,罚款100元,警告,机动车在禁止掉头或者禁止左转弯标志、标线的地点掉头的,全国性法规
70212,####,罚款200元,####,出租汽车违反规定在道路上停车揽客的,全国性法规
7019,####,罚款100元,警告,机动车行经铁道路口，不按规定通行的,全国性法规
7028,####,罚款100元,警告,机动车在容易发生危险的路段掉头的,全国性法规
7022,####,罚款100元,警告,机动车不避让正在作业的道路养护车、工程作业车的,全国性法规
70191,####,罚款200元,####,遇前方车辆排队等候时进入非机动车道行驶的,全国性法规
7029,####,罚款100元,警告,机动车在容易发生危险的路段掉头的,全国性法规
7023,####,罚款100元,警告,违反规定停放车辆或者临时停车，机动车驾驶人不在现场或驾驶人虽在现场但拒绝立即驶离，妨碍其他车辆、行人通行的,全国性法规
70192,####,罚款200元,####,遇前方车辆缓慢行驶时进入非机动车道的,全国性法规
7030,####,罚款20元,警告,机动车未按规定鸣喇叭示意的,全国性法规
7024,####,罚款20元,警告,机动车喷涂、粘贴标识或者车身广告影响安全驾驶的,全国性法规
70193,####,罚款200元,####,遇前方车辆排队等候时进入人行道行驶的,全国性法规
7031,####,罚款20元,警告,机动车在禁止鸣喇叭的区域、路段鸣喇叭的,全国性法规
7025,####,罚款50元,警告,机动车不按规定车道行驶的,全国性法规
70194,####,罚款200元,####,遇前方车辆缓慢行驶时进入人行道行驶的,全国性法规
7032,####,罚款20元,警告,在机动车驾驶室前后窗范围内悬挂、放置妨碍驾驶人视线的物品的,全国性法规
70251,####,罚款200元,####,救援车、清障车在高速公路上执行救援、清障任务时，未开启示警灯的,全国性法规
7036,####,罚款50元,警告,驾驶摩托车手离车把的,全国性法规
7033,####,罚款100元,警告,机动车行经渡口，不服从渡口管理人员指挥，不依次待渡的,全国性法规
