CODE,ACT,LAW,PUNISH_BASIS,SCORE,PUNISH,OTHER_PENALTIES,ENFORCEMENT,ENFORCEMENT_BASIS,OTHER_MEASURES,OTHER_MEASURES_BASIS,BELONG
30300,乘坐两轮摩托车未正向骑坐的,《中华人民共和国道路交通安全法实施条例》第七十七条第五项,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十四条,####,罚款10元,####,####,####,####,####,武汉市地方法规
40010,行人进入高速公路的,《中华人民共和国道路交通安全法》第六十七条,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十五条第一款第三项,####,罚款50元,####,####,####,责令其迅速离去、 拒不离去的，可强行带离,《湖北省实施<中华人民共和国道路交通安全法>办法》第六十五条第二款,武汉市地方法规
40020,拖拉机驶入高速公路的,《中华人民共和国道路交通安全法》第五十五条第一款、第六十七条,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第一项,####,罚款200元,####,####,####,####,####,武汉市地方法规
40030,非机动车进入高速公路的,《中华人民共和国道路交通安全法》第六十七条,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十六条第一款第三项,####,罚款50元,####,拒绝罚款，可以扣留非机动车,《中华人民共和国道路交通安全法》第八十九条,责令其迅速离去，拒不离去的，强行带离,湖北省实施<中华人民共和国道路交通安全法>办法》第六十六条第二款,武汉市地方法规
40040,在高速公路上车辆发生故障或者事故后，乘车人员未迅速转移到右侧路肩上或者应急车道内的,《中华人民共和国道路交通安全法》第六十八条第一款,《中华人民共和国道路交通安全法》第八十九条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十五条第一款第六项,####,罚款50元,####,####,####,####,####,武汉市地方法规
40050,机动车从匝道进入或驶离高速公路时不按规定使用灯光的,《中华人民共和国道路交通安全法实施条例》第七十九条,《中华人民共和国道路交通安全法》第九十条,####,罚款200元,####,####,####,####,####,武汉市地方法规
40060,机动车从匝道进入高速公路时妨碍已在高速公路内的机动车正常行驶的,《中华人民共和国道路交通安全法实施条例》第七十九条第一款,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第六项,####,罚款200元,####,####,####,####,####,武汉市地方法规
40070,在高速公路的路肩上行驶的,《中华人民共和国道路交通安全法实施条例》第八十二条第三项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第五项,####,罚款200元,####,####,####,####,####,武汉市地方法规
40090,机动车在高速公路上通过施工作业路段，不减速行驶的,《中华人民共和国道路交通安全法实施条例》第八十四条,《中华人民共和国道路交通安全法》第九十条,####,罚款200元,####,####,####,####,####,武汉市地方法规
40100,在高速公路上骑、轧车行道分界线的,《中华人民共和国道路交通安全法实施条例》第八十二条第三项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第五项,####,罚款200元,####,####,####,####,####,武汉市地方法规
40110,在高速公路上试车或者学习驾驶机动车的,《中华人民共和国道路交通安全法实施条例》第八十二条第五项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第四项,####,罚款200元,####,####,####,####,####,武汉市地方法规
40120,在高速公路上违反规定拖曳故障车、肇事车的,《中华人民共和国道路交通安全法》第六十八条第二款,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第十二项,####,罚款200元,####,####,####,####,####,武汉市地方法规
40121,救援、清障车辆在高速公路上执行救援、清障任务时，未开启警灯和危险报警闪光灯的,《湖北省实施<中华人民共和国道路交通安全法>办法》第三十七条第二款,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第十一项,####,罚款200元,####,####,####,####,####,武汉市地方法规
40140,在高速公路上行驶的载货汽车车厢载人的,《中华人民共和国道路交通安全法实施条例》第八十三条,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第九项,####,罚款200元,####,####,####,####,####,武汉市地方法规
40150,在高速公路上行驶的两轮摩托车载人的,《中华人民共和国道路交通安全法实施条例》第八十三条,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第九项,####,罚款200元,####,####,####,####,####,武汉市地方法规
42040,在高速公路上行驶时，驾驶人未按规定使用安全带的,《中华人民共和国道路交通安全法》第五十一条,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十八条第四项,记2分,罚款50元,####,####,####,####,####,武汉市地方法规
43010,驾驶设计最高时速低于70公里的机动车进入高速公路的,《中华人民共和国道路交通安全法》第六十七条,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第一项,记3分,罚款200元,####,####,####,####,####,武汉市地方法规
43020,机动车在高速公路上发生故障或者交通事故后，驾驶人不按规定使用危险报警闪光灯的,《中华人民共和国道路交通安全法》第六十八条第一款,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第十项,记3分,罚款200元,####,####,####,####,####,武汉市地方法规
43030,高速公路上车辆发生故障或者交通事故后，不按规定设置警示标志的,《中华人民共和国道路交通安全法》第六十八条第一款,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第十项,记3分,罚款200元,####,####,####,####,####,武汉市地方法规
43061,驾驶机动车在高速公路上正常情况下行驶速度低于规定最低时速20%以上的,《中华人民共和国道路交通安全法实施条例》第七十八条第一款、第三款,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第七项,记3分,罚款200元,####,####,####,####,####,武汉市地方法规
43110,在高速公路上不按规定超车的,《中华人民共和国道路交通安全法实施条例》第八十二条第二项,《中华人民共和国道路交通安全法》第九十条,记3分,罚款200元,####,####,####,####,####,武汉市地方法规
43120,驾驶机动车在高速公路上不按规定车道行驶的,《中华人民共和国道路交通安全法实施条例》第四十四条第一款,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第六十八条第十项,记3分,罚款50元,####,####,####,####,####,武汉市地方法规
46081,非紧急情况时在高速公路应急车道上行驶的,《中华人民共和国道路交通安全法实施条例》第八十二条第四项,《中华人民共和国道路交通安全法》第九十条,记6分,罚款200元,####,####,####,####,####,武汉市地方法规
46090,驾驶中型以上载客汽车在高速公路上行驶超过规定时速未达20％的,《中华人民共和国道路交通安全法》第四十二条、《中华人民共和国道路交通安全法实施条例》七十八条,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第一项,记6分,罚款0元,警告,####,####,####,####,武汉市地方法规
46100,驾驶中型以上载货汽车在高速公路上行驶超过规定时速未达20％的,《中华人民共和国道路交通安全法》第四十二条、《中华人民共和国道路交通安全法实施条例》七十八条,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第一项,记6分,罚款0元,警告,####,####,####,####,武汉市地方法规
46110,驾驶校车在高速公路上行驶超过规定时速未达20％的,《中华人民共和国道路交通安全法》第四十二条、《中华人民共和国道路交通安全法实施条例》七十八条,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第一项,记6分,罚款0元,警告,####,####,####,####,武汉市地方法规
46120,驾驶危险物品运输车辆在高速公路上行驶超过规定时速未达20％的,《中华人民共和国道路交通安全法》第四十二条、《中华人民共和国道路交通安全法实施条例》七十八条，《剧毒化学品购买和公路运输许可证件管理办法》第十八条第二款,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第一项,记6分,罚款0元,警告,####,####,####,####,武汉市地方法规
46130,驾驶营运客车以外的机动车在高速公路行车道上停车的,《中华人民共和国道路交通安全法实施条例》第八十二条第一项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第二项,记6分,罚款200元,####,####,####,####,####,武汉市地方法规
46140,驾驶营运客车以外的机动车非紧急情况下在高速公路应急车道上停车的,《中华人民共和国道路交通安全法实施条例》第八十二条第四项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第二项,记6分,罚款200元,####,####,####,####,####,武汉市地方法规
46150,低能见度气象条件下，驾驶机动车在高速公路上不按规定行驶的,《中华人民共和国道路交通安全法实施条例》第八十一条第一款,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第八项,记6分,罚款200元,####,####,####,####,####,武汉市地方法规
47010,在高速公路上倒车的,《中华人民共和国道路交通安全法实施条例》第八十二条第一项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第三项,记12分,罚款200元,####,####,####,####,####,武汉市地方法规
47020,在高速公路上逆行的,《中华人民共和国道路交通安全法实施条例》第八十二条第一项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第三项,记12分,罚款200元,####,####,####,####,####,武汉市地方法规
47030,在高速公路上穿越中央分隔带掉头的,《中华人民共和国道路交通安全法实施条例》第八十二条第一项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第三项,记12分,罚款200元,####,####,####,####,####,武汉市地方法规
47040,驾驶营运客车在高速公路行车道上停车的,《中华人民共和国道路交通安全法实施条例》第八十二条第一项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第二项,记12分,罚款200元,####,####,####,####,####,武汉市地方法规
47050,驾驶营运客车非紧急情况下在高速公路应急车道上停车的,《中华人民共和国道路交通安全法实施条例》第八十二条第四项,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十一条第二项,记12分,罚款200元,####,####,####,####,####,武汉市地方法规
47060,驾驶中型以上载客汽车在高速公路上行驶超过规定时速20％以上未达50%的,《中华人民共和国道路交通安全法》第四十二条、《中华人民共和国道路交通安全法实施条例》七十八条,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第二项,记12分,罚款200元,####,####,####,####,####,武汉市地方法规
47070,驾驶中型以上载货汽车在高速公路上行驶超过规定时速20％以上未达50%的,《中华人民共和国道路交通安全法》第四十二条、《中华人民共和国道路交通安全法实施条例》七十八条,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第二项,记12分,罚款200元,####,####,####,####,####,武汉市地方法规
47080,驾驶校车在高速公路上行驶超过规定时速20％以上未达50%的,《中华人民共和国道路交通安全法》第四十二条、《中华人民共和国道路交通安全法实施条例》七十八条,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第二项,记12分,罚款200元,####,####,####,####,####,武汉市地方法规
47090,驾驶危险物品运输车辆在高速公路上行驶超过规定时速20％以上未达50%的,《中华人民共和国道路交通安全法》第四十二条、《中华人民共和国道路交通安全法实施条例》七十八条，《剧毒化学品购买和公路运输许可证件管理办法》第十八条第二款,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第二项,记12分,罚款200元,####,####,####,####,####,武汉市地方法规
47100,驾驶中型以上载客汽车在高速公路上行驶超过规定时速50％以上不足70%的,《中华人民共和国道路交通安全法》第四十二条，《中华人民共和国道路交通安全法实施条例》第七十八条,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第三项、第二款,记12分,罚款1000元,并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
47101,驾驶中型以上载客汽车在高速公路上行驶超过规定时速70％以上,《中华人民共和国道路交通安全法》第四十二条，《中华人民共和国道路交通安全法实施条例》第七十八条,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第四项、第二款,记12分,罚款2000元,并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
47110,驾驶中型以上载货汽车在高速公路上行驶超过规定时速50％以上不足70%的,《中华人民共和国道路交通安全法》第四十二条，《中华人民共和国道路交通安全法实施条例》第七十八条,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第三项、第二款,记12分,罚款1000元,并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
47111,驾驶中型以上载货汽车在高速公路上行驶超过规定时速70％以上的,《中华人民共和国道路交通安全法》第四十二条，《中华人民共和国道路交通安全法实施条例》第七十八条,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第四项、第二款,记12分,罚款2000元,并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
47120,驾驶校车在高速公路上行驶超过规定时速50％以上不足70%的,《中华人民共和国道路交通安全法》第四十二条，《中华人民共和国道路交通安全法实施条例》第七十八条,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第三项、第二款,记12分,罚款1000元,并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
47121,驾驶校车在高速公路上行驶超过规定时速70％以上的,《中华人民共和国道路交通安全法》第四十二条，《中华人民共和国道路交通安全法实施条例》第七十八条,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第四项、第二款,记12分,罚款2000元,并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
47130,驾驶危险物品运输车辆在高速公路上行驶超过规定时速50％以上不足70%的,《中华人民共和国道路交通安全法》第四十二条，《中华人民共和国道路交通安全法实施条例》第七十八条，《剧毒化学品购买和公路运输许可证件管理办法》第十八条第二款,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第三项、第二款,记12分,罚款1000元,并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
47131,驾驶危险物品运输车辆在高速公路上行驶超过规定时速70％以上的,《中华人民共和国道路交通安全法》第四十二条，《中华人民共和国道路交通安全法实施条例》第七十八条，《剧毒化学品购买和公路运输许可证件管理办法》第十八条第二款,《中华人民共和国道路交通安全法》第九十九条第一款第四项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十三条第一款第四项、第二款,记12分,罚款2000元,并处吊销驾驶证,扣留驾驶证,《中华人民共和国道路交通安全法》第一百一十条第一款、《违法处理程序规定》第三十一条第三项,####,####,武汉市地方法规
50010,伪造、变造机动车登记证书的,《中华人民共和国道路交通安全法》第十六条第三项,《中华人民共和国道路交通安全法》第九十六条第一款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第一款,####,罚款5000元,并处拘留15日以下,收缴非法牌证，扣留机动车,《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第一款，《中华人民共和国道路交通安全法》第九十六条第一款,销毁非法牌证,《违法处理程序规定》第三十九条第一款,武汉市地方法规
50020,伪造、变造机动车号牌的,《中华人民共和国道路交通安全法》第十六条第三项,《中华人民共和国道路交通安全法》第九十六条第一款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第一款,####,罚款5000元,并处拘留15日以下,收缴非法牌证，扣留机动车,《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第一款，《中华人民共和国道路交通安全法》第九十六条第一款,销毁非法牌证,《违法处理程序规定》第三十九条第一款,武汉市地方法规
50030,伪造、变造机动车行驶证的,《中华人民共和国道路交通安全法》第十六条第三项,《中华人民共和国道路交通安全法》第九十六条第一款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第一款,####,罚款5000元,并处拘留15日以下,收缴非法牌证，扣留机动车,《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第一款，《中华人民共和国道路交通安全法》第九十六条第一款,销毁非法牌证,《违法处理程序规定》第三十九条第一款,武汉市地方法规
50040,伪造、变造机动车检验合格标志的,《中华人民共和国道路交通安全法》第十六条第三项,《中华人民共和国道路交通安全法》第九十六条第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第二款,####,罚款3000元,并处拘留10日以下,收缴非法牌证，扣留机动车,《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第二款，《中华人民共和国道路交通安全法》第九十六条第二款,销毁非法牌证,《违法处理程序规定》第三十九条第一款,武汉市地方法规
50050,伪造、变造机动车保险标志的,《中华人民共和国道路交通安全法》第十六条第三项,《中华人民共和国道路交通安全法》第九十六条第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第二款,####,罚款3000元,并处拘留10日以下,收缴非法牌证，扣留机动车,《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第二款，《中华人民共和国道路交通安全法》第九十六条第二款,销毁非法牌证,《违法处理程序规定》第三十九条第一款,武汉市地方法规
50060,伪造、变造机动车驾驶证的,《中华人民共和国道路交通安全法》第十九条第一款、第二款,《中华人民共和国道路交通安全法》第九十六条第一款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第一款,####,罚款5000元,并处拘留15日以下,收缴非法牌证，扣留机动车,《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第一款，《中华人民共和国道路交通安全法》第九十六条第一款,销毁非法牌证,《违法处理程序规定》第三十九条第一款,武汉市地方法规
50070,使用伪造、变造的机动车登记证书的,《中华人民共和国道路交通安全法》第十六条第三项,《中华人民共和国道路交通安全法》第九十六条第一款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第一款,####,罚款5000元,并处拘留15日以下,收缴非法牌证，扣留机动车,《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第一款，《中华人民共和国道路交通安全法》第九十六条第一款,销毁非法牌证,《违法处理程序规定》第三十九条第一款,武汉市地方法规
50100,使用伪造、变造的机动车检验合格标志的,《中华人民共和国道路交通安全法》第十六条第三项,《中华人民共和国道路交通安全法》第九十六条第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第二款,####,罚款3000元,并处拘留10日以下,收缴非法牌证，扣留机动车,《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第二款，《中华人民共和国道路交通安全法》第九十六条第二款,销毁非法牌证,《违法处理程序规定》第三十九条第一款,武汉市地方法规
50110,使用伪造、变造的机动车保险标志的,《中华人民共和国道路交通安全法》第十六条第三项,《中华人民共和国道路交通安全法》第九十六条第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第二款,####,罚款3000元,并处拘留10日以下,收缴非法牌证，扣留机动车,《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第二款，《中华人民共和国道路交通安全法》第九十六条第二款,销毁非法牌证,《违法处理程序规定》第三十九条第一款,武汉市地方法规
50130,使用其他车辆的机动车登记证书的,《中华人民共和国道路交通安全法》第十六条第四项,《中华人民共和国道路交通安全法》第九十六条第三款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第三款,####,罚款5000元,####,收缴非法牌证，扣留机动车,《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第三款，《中华人民共和国道路交通安全法》第九十六条第三款,将非法牌证转至登记地车管所,《违法处理程序规定》第三十九条第二款,武汉市地方法规
50160,使用其他车辆的机动车检验合格标志的,《中华人民共和国道路交通安全法》第十六条第四项,《中华人民共和国道路交通安全法》第九十六条第三款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第三款,####,罚款5000元,####,收缴非法牌证，扣留机动车,《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第三款，《中华人民共和国道路交通安全法》第九十六条第三款,将非法牌证转至登记地车管所,《违法处理程序规定》第三十九条第二款,武汉市地方法规
50170,使用其他车辆的机动车保险标志的,《中华人民共和国道路交通安全法》第十六条第四项,《中华人民共和国道路交通安全法》第九十六条第三款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第三款,####,罚款5000元,####,收缴非法牌证，扣留机动车,《湖北省实施<中华人民共和国道路交通安全法>办法》第七十六条第三款，《中华人民共和国道路交通安全法》第九十六条第三款,将非法牌证转至登记地车管所,《违法处理程序规定》第三十九条第二款,武汉市地方法规
50181,强迫驾驶人违反交通安全法律、法规和安全驾驶要求驾驶机动车，造成交通事故但尚不构成犯罪的,《中华人民共和国道路交通安全法》第二十二条第三款,《中华人民共和国道路交通安全法》第九十九条第一款第五项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十五条第八项,####,罚款1000元,可并处拘留15日以下,####,####,####,####,武汉市地方法规
50191,故意损毁交通设施，造成危害后果，尚不构成犯罪的,《中华人民共和国道路交通安全法》第二十八条第一款,《中华人民共和国道路交通安全法》第九十九条第一款第七项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十五条第六项,####,罚款1000元,可并处拘留15日以下,####,####,####,####,武汉市地方法规
50201,故意移动交通设施，造成危害后果，尚不构成犯罪的,《中华人民共和国道路交通安全法》第二十八条第一款,《中华人民共和国道路交通安全法》第九十九条第一款第七项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十五条第六项,####,罚款1000元,可并处拘留15日以下,####,####,####,####,武汉市地方法规
50211,故意涂改交通安全标志，造成危害后果，尚不构成犯罪的,《中华人民共和国道路交通安全法》第二十八条第一款,《中华人民共和国道路交通安全法》第九十九条第一款第七项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十五条第六项,####,罚款1000元,可并处拘留15日以下,####,####,####,####,武汉市地方法规
50221,非法拦截机动车，不听劝阻，造成交通严重阻塞或者较大财产损失的,《中华人民共和国道路交通安全法》第二条,《中华人民共和国道路交通安全法》第九十九条第一款第八项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十五条第七项,####,罚款1000元,可并处拘留15日以下,####,####,####,####,武汉市地方法规
50231,非法扣留机动车，不听劝阻，造成交通严重阻塞或者较大财产损失的,《中华人民共和国道路交通安全法》第二条,《中华人民共和国道路交通安全法》第九十九条第一款第八项、第二款，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十五条第七项,####,罚款1000元,可并处拘留15日以下,####,####,####,####,武汉市地方法规
50242,道路两侧及隔离带上种植物或设置广告牌、管线等，遮挡路灯、交通信号灯、交通标志，妨碍安全视距拒不排除障碍的,《中华人民共和国道路交通安全法》第二十八条第二款,《中华人民共和国道路交通安全法》第一百零六条,####,罚款2000元,####,排除障碍,《中华人民共和国道路交通安全法》第一百零六条,####,####,武汉市地方法规
50250,道路两侧及隔离带上种植物或设置广告牌、管线等，遮挡路灯、交通信号灯、交通标志，妨碍安全视距的,《中华人民共和国道路交通安全法》第二十八条第二款,####,####,罚款####元,####,排除障碍,《中华人民共和国道路交通安全法》第一百零六条,####,####,武汉市地方法规
50260,擅自挖掘道路影响交通安全的,《中华人民共和国道路交通安全法》第三十二条第一款,####,####,罚款####元,####,####,####,道路主管部门责令停止违法行为并恢复原状，赔偿损失/公安交通管理部门责令停止违法行为，迅速恢复交通,《中华人民共和国道路交通安全法》第一百零四条第一款、第二款,武汉市地方法规
50270,擅自占用道路施工影响交通安全的,《中华人民共和国道路交通安全法》第三十二条第一款,####,####,罚款####元,####,####,####,道路主管部门责令停止违法行为并恢复原状，赔偿损失/公安交通管理部门责令停止违法行为，迅速恢复交通,《中华人民共和国道路交通安全法》第一百零四条第一款、第二款,武汉市地方法规
50280,从事其他影响交通安全活动的,《中华人民共和国道路交通安全法》第三十一条,####,####,罚款####元,####,####,####,道路主管部门责令停止违法行为并恢复原状，赔偿损失/公安交通管理部门责令停止违法行为，迅速恢复交通,《中华人民共和国道路交通安全法》第一百零四条第一款、第二款,武汉市地方法规
50281,安装、使用影响交通技术监控设备正常运行或者妨碍交通安全的照明、音响、镜面反光遮阳膜装置和材料的,《武汉市实施<中华人民共和国道路交通安全法>办法》第十二条第一款,《武汉市实施<中华人民共和国道路交通安全法>办法》第五十九条第（二）项,####,罚款2000元,####,####,####,####,####,武汉市地方法规
50290,出售已达到报废标准的机动车的,《中华人民共和国道路交通安全法》第十四条,《中华人民共和国道路交通安全法》第一百条第三款,####,罚款没收违法所得，处销售金额等额罚款元,####,收缴机动车,《中华人民共和国道路交通安全法》第一百条第三款,强制报废,《中华人民共和国道路交通安全法》第一百条第一款,武汉市地方法规
50300,其他机动车喷涂特种车特定标志图案的,《中华人民共和国道路交通安全法》第十五条第一款,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十条第十三项,####,罚款200元,####,####,####,####,####,武汉市地方法规
50310,生产拼装机动车的,《中华人民共和国道路交通安全法》第十六条第一项,《中华人民共和国道路交通安全法》第一百零三条第四款,####,罚款没收产品，可并处产品价值3～5倍罚款元,####,####,####,####,####,武汉市地方法规
50320,生产擅自改装的机动车的,《中华人民共和国道路交通安全法》第十六条第一项,《中华人民共和国道路交通安全法》第一百零三条第四款,####,罚款没收产品，可并处产品价值3～5倍罚款元,####,####,####,####,####,武汉市地方法规
50321,擅自对机动车加长、加宽、加高以及对座椅数量等内部结构进行改变的,《武汉市实施<中华人民共和国道路交通安全法>办法》第十二条第二款,《武汉市实施<中华人民共和国道路交通安全法>办法》第五十九条第（一）项,####,罚款2000元,####,####,####,####,####,武汉市地方法规
50330,销售拼装机动车的,《中华人民共和国道路交通安全法》第十六条第一项,《中华人民共和国道路交通安全法》第一百零三条第四款,####,罚款没收产品，可并处产品价值3～5倍罚款元,####,####,####,####,####,武汉市地方法规
50340,销售擅自改装的机动车的,《中华人民共和国道路交通安全法》第十六条第一项,《中华人民共和国道路交通安全法》第一百零三条第四款,####,罚款没收产品，可并处产品价值3～5倍罚款元,####,####,####,####,####,武汉市地方法规
50350,服用国家管制的精神药品或麻醉药品仍继续驾驶的,《中华人民共和国道路交通安全法》第二十二条第二款,《中华人民共和国道路交通安全法》第九十条，《湖北省实施<中华人民共和国道路交通安全法>办法》第七十条第八项,####,罚款200元,####,可拖移机动车、检验血液、尿样,《中华人民共和国道路交通安全法实施条例》第一百零四条第三项、第一百零五条，《违法处理程序规定》第三十五条第一款第三项,行为失控或拒绝配合检查的，可用约束带或警绳约束,《道路交通安全违法行为处理程序规定》第三十五条第四款,武汉市地方法规
50360,患有妨碍安全驾驶机动车的疾病仍继续驾驶的,《中华人民共和国道路交通安全法》第二十二条第二款,《中华人民共和国道路交通安全法》第九十条、《湖北省实施<中华人民共和国道路交通安全法>办法》第七十条第八项,####,罚款200元,####,可拖移机动车,《中华人民共和国道路交通安全法实施条例》第一百零四条第三项,####,####,武汉市地方法规
